amount,claims,age,policy_years,fraud
50374,1,18,11,0
52739,5,40,7,1
65982,1,37,12,0
6010,6,64,14,0
18006,1,55,8,0
57353,5,55,12,1
12883,9,55,20,0
3990,7,52,9,0
58744,7,22,5,1
47153,2,54,19,0
29976,8,39,9,0
79039,3,46,16,0
94011,6,19,11,1
35629,2,28,7,0
3463,0,22,13,0
69348,5,42,19,1
95328,10,21,13,1
48306,4,40,2,0
30041,7,58,8,0
21670,0,27,11,0
60832,5,27,18,1
8186,4,50,10,0
4048,6,67,14,0
10311,4,43,5,0
97497,1,64,11,0
87116,10,28,15,1
91595,3,60,3,0
6976,1,49,17,0
90539,10,35,3,1
47682,2,34,19,0
77780,8,42,11,1
80990,2,32,6,0
4773,4,27,11,0
13765,5,58,13,0
31952,4,31,10,0
40772,7,24,9,0
80316,5,33,16,1
51424,10,42,11,1
85946,2,62,20,0
55713,5,56,14,1
26257,10,52,20,0
14347,3,52,9,0
37172,0,33,8,0
3025,4,25,17,0
63554,4,48,14,1
16033,5,44,4,0
31800,3,20,17,0
20396,1,38,4,0
93118,6,32,1,1
36972,10,32,11,0
75815,3,25,4,0
66574,4,58,16,1
57409,0,19,9,0
41925,7,63,10,0
19446,1,43,10,0
24509,3,67,16,0
99135,9,33,20,1
34371,2,45,11,0
82098,5,34,6,1
77567,8,56,15,1
80449,10,69,13,1
28478,10,35,5,0
2115,1,41,6,0
95867,3,37,12,0
3531,9,19,1,0
65387,6,35,3,1
93511,2,39,15,0
30608,2,34,19,0
70464,6,64,10,1
84540,5,40,12,1
80457,6,36,8,1
96750,6,47,10,1
59972,6,29,1,1
92565,7,22,4,1
27978,3,69,15,0
81343,5,61,20,1
32313,10,63,8,0
2322,3,40,3,0
91569,9,22,3,1
83916,5,20,16,1
22087,6,41,15,0
36954,10,39,16,0
56783,7,25,16,1
1949,8,32,16,0
42026,1,68,3,0
59703,4,58,9,1
38618,2,36,4,0
31229,10,33,16,0
3043,0,30,20,0
94499,9,67,7,1
46904,3,26,17,0
58883,0,52,20,0
82845,6,34,17,1
75640,9,38,2,1
85974,8,68,12,1
57218,4,61,17,1
42576,10,45,18,0
47973,3,56,20,0
43604,6,22,18,0
56589,9,65,8,1
91981,2,20,20,0
13242,3,67,9,0
47422,8,51,15,0
35756,9,49,4,0
95742,4,35,19,1
68604,7,58,11,1
39342,3,22,14,0
7059,10,47,19,0
20646,2,57,4,0
69726,9,52,20,1
82626,1,61,9,0
92240,10,34,6,1
34059,6,54,16,0
73049,7,55,11,1
35461,3,50,12,0
40325,2,57,19,0
47305,5,58,11,0
55948,0,45,5,0
68762,6,47,11,1
92396,1,30,1,0
27683,4,28,13,0
32957,1,66,16,0
60794,8,53,15,1
89282,6,51,4,1
58930,8,60,15,1
49752,8,29,7,0
8337,3,23,4,0
85725,8,26,9,1
49666,6,66,5,0
17692,5,26,13,0
90526,2,35,2,0
57529,2,44,17,0
9997,10,59,20,0
59141,2,32,15,0
38590,7,39,12,0
14929,7,40,1,0
14562,8,39,9,0
38142,7,69,17,0
99953,3,30,1,0
63929,3,51,1,0
99512,7,29,15,1
25318,0,41,11,0
25751,3,29,17,0
32958,10,45,6,0
36665,7,58,1,0
17305,9,52,5,0
24396,10,26,12,0
4166,8,31,4,0
60616,10,22,5,1
8146,1,69,5,0
46312,9,20,8,0
6816,6,49,16,0
5977,5,46,1,0
81500,1,67,7,0
52810,6,47,2,1
95867,5,19,11,1
39621,6,32,6,0
4137,4,18,2,0
28332,9,23,7,0
91278,4,40,2,1
24171,4,52,6,0
77465,6,54,15,1
83065,8,44,17,1
32350,0,28,20,0
75415,3,22,2,0
61041,3,66,9,0
56677,7,50,15,1
83002,7,25,12,1
34808,3,29,9,0
4712,3,44,15,0
64976,4,29,20,1
34128,0,26,7,0
5357,7,57,2,0
14889,5,20,13,0
39646,2,30,11,0
10780,2,26,6,0
86810,4,45,11,1
42306,6,48,18,0
7188,8,23,1,0
53510,10,34,17,1
52247,2,45,17,0
12566,3,29,2,0
94939,8,24,17,1
12604,9,43,16,0
14898,8,44,20,0
7862,8,65,12,0
86179,1,43,13,0
86915,5,53,6,1
17500,6,25,19,0
18677,4,51,17,0
53389,3,69,20,0
72799,9,63,4,1
76389,2,57,19,0
49172,0,49,10,0
64718,9,65,1,1
44487,3,36,10,0
94994,2,60,1,0
23427,6,66,18,0
82092,6,65,14,1
2974,2,61,6,0
31629,3,27,14,0
80384,9,44,14,1
11711,4,50,15,0
74413,2,62,11,0
21069,8,41,13,0
7494,0,38,7,0
3933,3,60,4,0
63086,0,64,2,0
14142,3,43,18,0
52647,5,47,1,1
45377,5,19,8,0
87292,9,30,20,1
61464,1,66,9,0
54757,3,57,6,0
26917,8,55,6,0
58971,0,41,8,0
16704,8,27,15,0
73995,4,44,2,1
98318,0,18,9,0
36335,6,43,16,0
32726,6,39,6,0
71770,2,57,11,0
35637,3,23,15,0
60840,7,26,20,1
39248,4,57,1,0
27717,0,21,3,0
16614,10,34,16,0
46231,10,39,17,0
79452,9,57,10,1
42968,2,41,9,0
32526,1,43,3,0
39950,6,35,3,0
72883,0,41,6,0
71449,0,20,5,0
11860,8,42,16,0
73602,0,58,1,0
57436,5,54,6,1
17767,3,27,1,0
47989,0,45,9,0
56825,6,65,9,1
27719,5,39,10,0
80976,10,55,3,1
27401,7,32,4,0
75402,8,59,3,1
63064,4,54,18,1
53526,4,66,9,1
85086,1,54,17,0
30715,5,62,1,0
10000,10,30,6,0
61175,0,22,17,0
73120,3,47,14,0
45763,2,37,2,0
31207,10,52,7,0
33106,9,61,17,0
36389,6,59,13,0
1954,3,28,15,0
70768,9,32,5,1
14874,8,29,9,0
15068,8,52,20,0
87753,4,68,4,1
98327,7,25,12,1
51437,4,34,19,1
64301,0,67,17,0
54038,5,57,6,1
96807,6,52,12,1
99841,9,29,2,1
27649,7,53,5,0
65878,10,30,12,1
85453,9,35,2,1
58491,2,68,4,0
32201,1,55,3,0
94870,3,41,20,0
46205,6,66,14,0
30649,9,20,4,0
53543,5,68,2,1
90935,10,32,16,1
60102,10,37,19,1
74131,7,29,4,1
45716,6,28,5,0
93765,1,37,7,0
47953,5,53,1,0
21554,10,30,1,0
88668,4,65,20,1
15430,3,67,13,0
27597,0,26,4,0
24483,2,53,12,0
99228,10,52,6,1
99959,9,53,6,1
53968,9,31,6,1
46703,6,54,1,0
90341,10,25,8,1
51032,1,39,17,0
25633,2,28,2,0
9589,5,61,17,0
54555,9,38,20,1
15817,0,44,3,0
19613,10,26,10,0
67899,4,48,9,1
99843,6,46,10,1
51293,0,41,16,0
44550,4,60,13,0
85893,7,29,10,1
71765,1,23,5,0
71382,10,45,4,1
58056,2,44,10,0
53900,7,63,13,1
42816,2,33,16,0
97107,1,63,8,0
64860,4,70,6,1
16847,7,60,1,0
40419,2,30,5,0
68284,0,38,10,0
1538,6,68,17,0
49523,5,56,2,0
95313,0,54,10,0
34701,2,57,9,0
90881,0,30,3,0
30302,7,29,8,0
43980,4,37,4,0
72725,0,36,19,0
47393,8,66,1,0
11245,7,30,17,0
4970,2,60,6,0
71526,1,54,10,0
70978,4,59,6,1
40852,3,56,11,0
73483,1,45,3,0
37393,3,29,1,0
89287,9,20,10,1
22383,9,59,17,0
87829,8,28,16,1
77126,7,24,19,1
22197,3,33,13,0
47456,3,21,1,0
38784,6,36,10,0
73203,6,63,3,1
82997,7,23,12,1
76774,0,46,18,0
75474,1,21,1,0
67019,5,32,11,1
58388,4,58,12,1
30439,9,59,8,0
34598,5,68,16,0
81237,9,30,16,1
77844,1,52,10,0
41186,4,67,12,0
94558,2,45,6,0
77431,7,49,3,1
43975,4,19,20,0
15797,9,32,14,0
80359,0,50,3,0
68495,1,42,5,0
27556,6,55,8,0
8670,6,68,18,0
38923,3,35,20,0
26220,3,19,15,0
56207,4,48,6,1
48607,8,20,5,0
91718,1,27,11,0
52320,1,31,10,0
85159,2,59,2,0
12615,0,22,13,0
13383,7,40,1,0
49660,8,34,10,0
87381,5,25,11,1
61132,0,62,8,0
64511,8,51,14,1
67578,3,65,1,0
69662,4,43,11,1
80036,10,63,18,1
64901,2,32,13,0
20792,3,47,2,0
2675,3,62,13,0
69888,9,62,5,1
50620,1,62,4,0
49256,6,22,8,0
23390,7,40,17,0
36170,8,36,13,0
85533,2,46,7,0
36838,6,55,5,0
77991,6,43,3,1
57844,8,19,11,1
42364,1,46,12,0
5847,1,68,7,0
79156,4,37,17,1
14028,7,29,16,0
76146,8,44,8,1
65466,7,48,12,1
59164,3,29,1,0
61282,9,25,3,1
97329,6,49,11,1
77592,2,40,10,0
61518,7,22,14,1
1902,8,47,19,0
26117,10,55,4,0
53293,2,20,17,0
80306,9,24,17,1
10827,4,66,11,0
2718,3,45,2,0
86050,0,49,4,0
74029,5,60,14,1
60515,3,32,7,0
50241,8,32,2,1
15025,7,56,2,0
63159,10,47,13,1
95511,1,62,17,0
20800,0,48,18,0
27325,10,20,20,0
31148,1,18,7,0
74366,5,46,17,1
68792,8,57,4,1
19302,9,36,5,0
28844,2,55,18,0
8555,6,47,12,0
15352,9,44,11,0
66365,8,64,11,1
13498,6,70,20,0
98308,9,47,12,1
74590,0,50,13,0
54892,1,53,3,0
40809,4,63,17,0
73619,6,32,12,1
39079,4,58,17,0
39898,5,43,6,0
71145,8,22,7,1
93616,7,48,7,1
47326,10,37,15,0
31931,2,31,16,0
21283,7,64,10,0
54663,10,49,10,1
55983,5,39,7,1
99809,7,40,10,1
82954,6,25,1,1
83033,9,21,13,1
11983,2,62,1,0
28090,3,70,4,0
72744,10,70,1,1
37181,2,70,10,0
69016,4,39,7,1
87139,2,42,17,0
88610,5,64,8,1
47313,3,31,13,0
90545,7,33,2,1
64646,5,33,2,1
7047,6,30,17,0
40468,0,21,14,0
35445,4,25,15,0
35501,6,55,8,0
19249,1,66,16,0
75457,4,62,12,1
44067,1,44,19,0
91619,3,66,6,0
42148,1,66,13,0
22666,10,50,10,0
2673,1,28,3,0
1223,6,40,18,0
87301,6,50,10,1
84036,9,66,8,1
46007,1,57,18,0
26179,3,33,13,0
71251,10,18,18,1
38970,6,32,20,0
7125,8,38,9,0
2955,5,55,4,0
96563,5,29,11,1
37968,8,41,17,0
93620,0,68,12,0
77788,0,29,2,0
10008,6,67,12,0
71031,10,22,8,1
45272,10,57,2,0
56000,3,54,20,0
69764,7,66,4,1
70008,2,58,18,0
62695,4,33,8,1
65288,2,50,14,0
82552,6,23,13,1
32204,1,54,6,0
6934,4,45,16,0
61139,1,50,9,0
41982,6,22,19,0
72888,10,24,5,1
94748,9,63,19,1
3503,1,48,11,0
58498,7,48,8,1
70697,0,38,17,0
86351,9,28,20,1
57302,1,40,15,0
43600,8,55,6,0
45871,8,55,13,0
61649,9,60,15,1
5268,8,22,4,0
9257,7,59,20,0
33525,2,65,11,0
95266,0,65,15,0
38419,10,49,15,0
92498,0,24,10,0
4013,6,50,2,0
88183,7,28,1,1
50600,0,53,8,0
64040,0,36,19,0
35438,1,57,7,0
11115,3,51,14,0
96448,9,39,17,1
56411,2,64,15,0
29947,7,30,3,0
89157,0,33,2,0
63369,7,52,20,1
28367,2,67,18,0
55864,1,46,10,0
14745,10,48,14,0
15484,3,53,17,0
9018,7,67,3,0
42634,4,31,3,0
3225,7,34,14,0
96403,3,31,11,0
19594,3,67,12,0
49812,7,48,19,0
58926,1,62,20,0
91581,3,27,14,0
48173,6,44,17,0
15008,3,41,18,0
7756,4,22,15,0
59016,4,34,10,1
16323,10,35,20,0
75928,1,50,17,0
16183,2,59,3,0
18299,1,56,1,0
99010,9,40,2,1
45631,5,23,6,0
55072,8,58,15,1
27926,8,37,14,0
64833,6,65,15,1
40234,7,65,19,0
27655,4,54,4,0
26369,0,65,17,0
62912,1,44,11,0
75849,3,53,8,0
82968,5,43,12,1
44188,10,62,13,0
46780,8,18,19,0
14873,4,66,12,0
82792,8,28,19,1
57379,4,63,10,1
92800,3,18,16,0
35826,6,53,7,0
18288,3,50,20,0
47107,10,53,19,0
52822,8,62,4,1
29861,6,30,13,0
3251,10,30,16,0
81063,6,65,5,1
56868,3,36,8,0
77890,0,64,13,0
93835,2,40,1,0
83752,7,53,8,1
29891,9,47,2,0
56644,8,47,4,1
78924,1,19,3,0
50273,10,46,4,1
55145,8,51,7,1
73272,1,25,4,0
89926,1,38,17,0
18164,4,18,1,0
87928,8,25,4,1
46596,0,43,20,0
95903,9,26,19,1
10329,0,39,19,0
47398,2,23,16,0
47952,8,68,18,0
19056,3,52,16,0
48275,3,54,11,0
29000,6,68,4,0
90269,2,33,19,0
49554,8,21,14,0
44515,7,38,12,0
95238,0,66,11,0
4176,4,61,16,0
17033,6,27,17,0
17993,5,61,7,0
1921,1,61,11,0
54077,3,70,18,0
46642,4,54,5,0
71532,4,35,10,1
6765,9,32,8,0
42274,1,51,1,0
51444,7,66,8,1
51765,8,39,14,1
99789,1,52,18,0
44130,5,28,14,0
28247,7,56,7,0
59264,0,49,19,0
99516,1,40,6,0
48454,2,36,11,0
3344,5,67,13,0
3994,3,63,4,0
74614,7,66,4,1
44063,5,43,5,0
78681,4,36,14,1
58543,2,45,2,0
47203,7,66,18,0
38459,1,19,17,0
46937,7,53,7,0
73633,5,48,15,1
68471,9,38,18,1
58342,4,31,6,1
87074,2,62,14,0
66353,0,45,13,0
8758,8,67,11,0
49644,2,27,3,0
41856,6,55,16,0
60002,9,35,1,1
60369,8,38,15,1
89908,8,58,12,1
58059,2,61,17,0
88110,10,64,13,1
41005,3,58,3,0
82501,0,37,9,0
68192,5,27,6,1
21676,3,53,7,0
8756,8,18,13,0
69151,6,61,5,1
75540,1,55,5,0
47210,8,65,12,0
24728,10,48,13,0
88376,0,68,19,0
74441,6,59,7,1
24435,9,30,5,0
19888,1,19,18,0
12124,9,54,7,0
11157,7,57,17,0
17875,1,54,15,0
42172,7,45,13,0
73779,2,66,18,0
34816,10,22,10,0
9775,0,59,7,0
63201,8,18,16,1
63644,10,66,2,1
17258,0,49,3,0
79943,8,64,10,1
85791,6,20,18,1
92319,7,54,1,1
10060,3,19,10,0
60481,2,63,6,0
84448,7,49,3,1
21419,6,24,19,0
21306,2,60,8,0
71545,8,44,7,1
19625,9,54,3,0
5237,1,63,13,0
42227,3,68,11,0
61218,8,29,20,1
54223,1,52,6,0
63054,2,48,10,0
6315,2,44,15,0
50660,0,21,17,0
82857,8,63,14,1
97290,2,21,16,0
43642,1,26,6,0
23327,6,47,6,0
31542,1,64,18,0
60333,4,57,18,1
12176,5,24,10,0
3111,8,21,4,0
58301,7,54,2,1
4274,8,22,18,0
75431,0,69,5,0
39254,6,42,2,0
82814,10,27,11,1
36465,9,60,19,0
4650,9,58,4,0
6630,7,57,11,0
95457,4,31,13,1
11935,0,27,6,0
52245,9,25,15,1
44790,3,43,7,0
75625,1,59,9,0
69352,9,54,12,1
96734,7,57,3,1
24731,8,40,6,0
77638,10,69,2,1
65683,2,37,16,0
37797,6,51,13,0
41752,9,30,12,0
98434,5,37,4,1
47381,2,26,6,0
97017,4,50,13,1
99600,10,70,3,1
85340,0,56,10,0
86278,4,26,14,1
4232,3,66,1,0
3074,0,37,5,0
12232,0,53,13,0
48153,3,18,2,0
14053,0,56,3,0
9808,5,28,13,0
58033,0,29,4,0
86682,4,39,5,1
61755,1,61,12,0
94810,6,61,7,1
83435,10,24,5,1
77235,6,36,2,1
96297,8,35,11,1
93822,1,37,7,0
75314,1,41,8,0
61300,0,56,9,0
13202,5,33,2,0
34489,3,22,16,0
69878,5,23,13,1
15910,0,54,18,0
18671,8,59,7,0
66441,10,67,10,1
47521,4,49,12,0
46441,1,63,13,0
93865,7,38,4,1
96749,6,54,16,1
70803,6,66,13,1
93524,3,55,10,0
6479,0,31,14,0
34273,7,19,19,0
37624,4,57,9,0
40247,4,57,12,0
16853,2,69,14,0
88488,8,60,12,1
13220,9,46,4,0
42308,2,40,10,0
74634,5,59,6,1
18904,10,34,19,0
67150,5,34,20,1
14065,0,36,15,0
38290,9,35,11,0
6250,9,61,1,0
21507,0,25,1,0
24192,9,45,19,0
40737,4,51,20,0
3289,1,23,4,0
79579,8,52,12,1
65849,4,29,1,1
5403,3,49,16,0
25335,10,41,13,0
83547,2,37,15,0
89390,2,49,16,0
7839,0,28,5,0
64588,1,26,16,0
79656,2,67,8,0
57019,1,58,16,0
73064,6,18,18,1
36790,1,51,6,0
96684,4,60,19,1
31167,9,48,17,0
95218,0,60,3,0
70916,10,32,12,1
35272,6,18,4,0
20737,9,29,18,0
87624,7,63,18,1
86300,9,43,5,1
41319,8,24,10,0
39136,9,50,12,0
84905,3,53,2,0
1504,7,19,17,0
32473,9,26,10,0
77175,2,56,5,0
15813,1,46,9,0
66676,1,26,10,0
88854,10,43,18,1
31011,7,41,17,0
28151,4,61,11,0
45408,8,48,8,0
90531,8,20,13,1
6907,7,42,2,0
5386,6,47,20,0
90553,2,57,6,0
71433,8,23,9,1
30788,3,25,1,0
23851,3,23,10,0
23880,9,28,19,0
38871,3,33,5,0
89279,5,32,10,1
93262,5,43,20,1
54047,7,51,11,1
47189,6,42,14,0
49581,3,36,7,0
77517,0,66,8,0
91456,4,57,14,1
49454,1,53,5,0
44048,9,30,14,0
73379,10,29,3,1
32496,2,44,18,0
32680,7,48,12,0
64789,7,33,13,1
89741,6,24,3,1
88106,0,46,16,0
26003,8,66,4,0
59410,3,28,10,0
97048,0,57,5,0
98280,6,30,4,1
58491,4,36,14,1
96690,4,61,19,1
80399,9,47,1,1
93119,8,70,14,1
82969,5,65,11,1
7102,6,21,9,0
8210,6,18,16,0
93642,9,46,11,1
57417,7,43,6,1
51804,4,22,9,1
41636,4,49,5,0
40823,8,20,4,0
85169,8,65,16,1
27475,7,38,19,0
87681,5,51,20,1
9604,0,43,3,0
33851,6,51,20,0
30097,8,23,11,0
47296,4,57,14,0
66926,3,70,3,0
34245,5,68,11,0
16249,10,23,9,0
49420,9,50,13,0
24064,6,53,5,0
17558,3,24,4,0
84351,2,41,20,0
48606,10,61,13,0
71818,2,62,4,0
79055,10,39,5,1
98515,2,70,11,0
96981,6,46,4,1
95967,4,19,15,1
78359,4,23,15,1
34199,9,47,7,0
18790,4,27,13,0
25609,7,30,17,0
51665,10,42,1,1
14629,4,51,7,0
68499,10,41,1,1
15672,9,33,11,0
15784,4,22,2,0
30400,3,44,7,0
29456,5,41,1,0
53775,3,31,9,0
67147,7,41,12,1
65960,10,47,3,1
11008,8,58,5,0
65331,8,56,11,1
89691,8,38,2,1
77405,0,55,4,0
85475,1,37,11,0
17010,8,43,1,0
35289,3,18,17,0
67142,9,40,7,1
78950,5,50,9,1
63595,5,68,1,1
84659,8,21,5,1
40364,2,62,2,0
12405,1,39,9,0
78463,6,25,1,1
62089,5,39,4,1
81759,10,39,1,1
17156,2,31,15,0
33157,8,23,9,0
12026,7,20,18,0
50492,7,22,20,1
94000,9,62,7,1
18777,5,63,19,0
16862,7,27,19,0
3425,1,21,11,0
11666,3,18,6,0
85716,6,64,11,1
56578,0,44,7,0
4761,0,52,8,0
3059,2,20,15,0
22889,5,41,5,0
29667,0,35,2,0
35824,2,51,5,0
66674,2,66,1,0
32094,1,23,16,0
15461,10,22,7,0
59796,7,57,12,1
45517,4,50,11,0
25465,5,28,1,0
11033,10,40,9,0
53025,9,26,1,1
74208,7,65,6,1
1147,5,63,3,0
40735,5,52,5,0
45053,6,46,5,0
95877,3,54,7,0
86842,6,40,5,1
91627,9,62,10,1
60826,9,58,2,1
67466,6,32,20,1
40808,4,48,1,0
50114,5,61,2,1
32967,4,22,10,0
37552,4,52,20,0
44132,7,66,16,0
80336,7,37,14,1
78970,4,21,15,1
12316,6,28,19,0
37347,10,50,7,0
74459,10,53,8,1
23162,3,24,7,0
30180,2,25,4,0
15988,4,43,11,0
36191,1,58,6,0
11150,9,48,11,0
43802,7,56,19,0
97996,6,38,18,1
89582,3,63,3,0
94893,4,35,11,1
40918,7,49,6,0
65440,6,55,13,1
88601,10,26,12,1
12874,3,31,19,0
27703,0,24,19,0
93478,9,36,1,1
78817,2,60,4,0
69078,5,67,12,1
18829,8,54,19,0
55046,4,69,19,1
67987,3,57,17,0
52572,3,65,15,0
65426,7,23,18,1
90229,6,63,12,1
53218,6,37,11,1
9974,4,48,19,0
98364,9,39,11,1
8370,5,18,5,0
55734,0,65,7,0
51196,10,69,15,1
77618,8,28,14,1
85594,3,18,7,0
34750,0,40,1,0
26654,4,64,4,0
48728,1,24,11,0
76397,4,62,4,1
99184,10,65,9,1
60222,0,39,13,0
24851,3,69,9,0
67048,9,41,20,1
68566,1,69,6,0
61968,10,66,2,1
56181,6,46,3,1
84923,6,29,18,1
22786,8,30,4,0
47256,7,67,18,0
8396,10,24,9,0
33911,5,28,8,0
42003,2,21,20,0
15277,1,29,11,0
92996,8,25,19,1
62119,7,51,12,1
9813,0,63,18,0
23030,5,51,2,0
29006,4,33,5,0
75794,4,65,9,1
72092,4,69,13,1
80635,1,56,17,0
83288,9,51,19,1
54958,5,42,17,1
75269,6,43,11,1
69993,3,37,11,0
38619,2,20,15,0
66603,10,28,12,1
12572,9,65,18,0
17516,3,49,6,0
98358,8,30,5,1
50771,3,58,11,0
30472,9,25,9,0
56847,6,64,4,1
17025,6,25,19,0
69980,3,55,5,0
29097,4,34,8,0
34636,5,34,20,0
7663,6,45,7,0
48987,9,50,17,0
56531,5,40,14,1
73605,1,45,20,0
13030,2,62,15,0
43852,3,42,1,0
60276,9,54,3,1
44885,7,41,11,0
36464,3,30,10,0
83405,7,51,12,1
18398,7,34,19,0
79044,1,41,17,0
13040,4,56,3,0
73553,1,29,18,0
79526,3,37,3,0
26282,0,65,12,0
72954,4,46,10,1
44319,2,57,9,0
28373,5,28,13,0
1007,6,51,8,0
53460,1,30,9,0
91375,2,41,8,0
67559,6,61,3,1
5819,3,24,7,0
91802,6,35,8,1
52007,7,19,14,1
68792,7,65,5,1
48587,1,58,15,0
12238,9,23,14,0
22582,8,43,2,0
30995,1,59,11,0
6394,4,35,18,0
76234,7,35,18,1
23262,10,24,7,0
82109,1,64,4,0
82055,2,66,5,0
50982,5,64,6,1
20571,1,47,17,0
95035,6,38,18,1
81146,3,65,14,0
68263,9,66,14,1
7932,4,32,8,0
54798,8,20,15,1
34275,1,39,17,0
71697,1,70,3,0
33810,9,67,19,0
55781,7,44,9,1
4203,1,36,7,0
3872,3,68,19,0
19017,10,67,11,0
4570,5,42,17,0
58762,0,31,8,0
91244,3,64,12,0
49488,3,25,6,0
45492,2,21,1,0
67344,10,39,2,1
99156,2,68,17,0
72226,1,35,7,0
79845,0,48,14,0
11050,1,37,17,0
82528,3,25,5,0
72517,5,43,5,1
42995,10,18,18,0
33992,0,36,5,0
39358,1,48,11,0
95545,10,56,20,1
40312,2,51,19,0
37254,10,31,18,0
10260,9,54,1,0
40638,8,49,12,0
12158,2,46,17,0
29043,9,21,3,0
48089,2,20,17,0
97901,0,64,4,0
49579,1,34,12,0
4088,4,54,11,0
74372,4,61,7,1
15544,6,26,3,0
61006,4,47,10,1
7440,0,37,5,0
79501,8,43,15,1
75999,6,26,13,1
2664,10,40,3,0
27739,8,40,4,0
75103,0,56,20,0
35463,1,50,8,0
74280,3,66,14,0
80175,4,58,18,1
63480,8,27,20,1
35193,6,35,2,0
3450,6,37,6,0
13556,0,31,1,0
31558,3,62,1,0
62282,3,36,14,0
72628,1,21,14,0
95184,6,64,2,1
82812,5,41,17,1
49961,0,33,6,0
26838,2,38,12,0
14032,0,25,8,0
15594,10,19,8,0
72417,6,56,4,1
19091,4,40,17,0
37071,1,21,14,0
98618,6,70,9,1
5402,8,28,4,0
99886,0,47,15,0
75061,5,20,11,1
47506,5,20,13,0
67646,8,51,9,1
21743,2,25,1,0
31820,8,43,18,0
51260,6,56,1,1
88520,3,41,18,0
99405,3,45,5,0
96887,5,53,5,1
21573,7,57,18,0
44012,5,40,1,0
43064,5,63,11,0
61309,9,62,15,1
42593,1,53,13,0
3064,4,58,12,0
69849,0,51,18,0
95638,7,65,20,1
12097,8,59,17,0
95654,5,67,7,1
85105,10,28,17,1
59341,3,30,11,0
72841,2,61,16,0
56988,2,48,9,0
11178,1,25,14,0
46292,4,52,20,0
61553,7,24,13,1
71832,9,52,1,1
60716,2,27,16,0
80944,6,40,4,1
14444,7,54,5,0
57867,6,61,19,1
10416,2,46,2,0
84562,0,36,16,0
27018,4,26,7,0
85796,7,49,13,1
18067,5,39,20,0
97356,7,66,12,1
66849,2,68,5,0
35796,2,66,6,0
48425,7,28,17,0
38706,0,39,12,0
24249,9,27,15,0
14723,10,21,4,0
13941,2,51,3,0
36061,9,18,7,0
80830,7,32,12,1
37194,6,51,10,0
86404,8,22,3,1
89306,8,57,3,1
93513,5,43,1,1
80442,2,64,11,0
64278,5,56,9,1
38215,9,37,15,0
23009,0,33,13,0
89711,4,32,4,1
29352,6,61,16,0
66105,10,60,20,1
43150,0,33,17,0
68119,6,19,14,1
74726,6,68,15,1
57652,0,28,9,0
81383,1,70,19,0
21401,10,27,19,0
48858,10,59,2,0
47402,1,29,3,0
94705,8,57,5,1
72076,2,37,2,0
69216,8,21,7,1
30768,4,48,6,0
92448,5,23,17,1
83707,3,22,19,0
9748,10,57,14,0
11313,10,23,20,0
84232,7,41,13,1
99619,2,69,4,0
56531,10,27,20,1
66468,0,67,19,0
13365,5,38,1,0
25708,4,38,20,0
75607,6,32,4,1
35492,7,31,10,0
18715,5,69,10,0
51879,9,68,11,1
93885,4,70,16,1
41645,5,25,5,0
52140,5,37,7,1
52666,10,33,6,1
17465,10,37,9,0
1092,1,27,5,0
22944,4,32,7,0
78550,1,43,15,0
40109,0,60,11,0
48212,3,23,10,0
23464,0,25,19,0
94567,5,33,3,1
70321,0,61,7,0
99257,8,48,9,1
82178,9,33,13,1
39958,2,57,6,0
88714,10,24,11,1
10286,4,22,4,0
86031,10,56,12,1
47937,4,51,17,0
32692,3,50,1,0
35332,10,28,5,0
71967,10,32,17,1
18047,3,36,17,0
71066,6,42,2,1
79270,7,53,1,1
57001,7,28,2,1
52934,8,47,15,1
57390,0,39,6,0
9455,10,35,12,0
25268,3,52,5,0
23410,0,39,6,0
49368,2,62,7,0
50491,4,44,5,1
66142,8,21,9,1
49121,8,41,5,0
17922,0,60,8,0
83667,1,69,9,0
70633,0,55,2,0
8495,7,60,8,0
43626,5,24,4,0
59527,0,31,1,0
18130,10,19,11,0
22951,6,44,3,0
67958,6,50,14,1
15655,9,29,18,0
10395,2,34,16,0
30556,5,68,12,0
46505,1,58,10,0
23530,10,68,17,0
89192,10,25,17,1
79631,4,25,1,1
37036,1,60,1,0
86766,0,20,14,0
50990,6,64,15,1
56871,4,64,12,1
47190,7,28,6,0
87288,8,25,11,1
95424,8,31,20,1
64743,0,53,4,0
61556,0,53,2,0
87437,2,63,10,0
47036,9,26,14,0
25701,9,52,8,0
25500,6,59,6,0
86571,0,20,8,0
55724,8,24,14,1
97109,7,40,14,1
47178,0,27,16,0
74865,10,67,17,1
75515,6,54,8,1
89933,10,62,15,1
79762,1,22,2,0
28424,1,20,1,0
68257,9,25,2,1
57885,10,60,7,1
77240,5,41,9,1
50449,6,27,6,1
61144,5,34,15,1
46982,2,30,15,0
71791,4,23,18,1
74217,10,28,3,1
56497,8,47,9,1
41045,2,62,1,0
32327,8,47,6,0
85182,6,40,14,1
33195,6,41,9,0
98493,6,67,7,1
87821,2,60,20,0
58949,9,42,2,1
99938,5,42,2,1
47596,10,33,10,0
67063,10,43,18,1
60414,7,30,11,1
65161,0,25,2,0
75752,10,21,18,1
17235,3,52,8,0
13263,3,40,3,0
85417,0,60,2,0
14782,3,29,18,0
83077,1,64,4,0
75896,0,31,7,0
17493,2,68,16,0
18487,8,30,5,0
60920,4,46,14,1
15744,8,33,2,0
80225,6,40,15,1
